link,long_title,short_title,authors,date_filed,subjects
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-127-19th-congress,N/A,NATIONAL MANGROVE FOREST PROTECTION AND PRESERVATION ACT OF 2022,"VILLAR, CYNTHIA A.","July 7, 2022",MANGROVE FORESTS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-191-19th-congress,"AN ACT AMENDING CERTAIN SECTIONS OF REPUBLIC ACT 9173 OTHERWISE KNOWN AS THE PHILIPPINE NURSING ACT OF 2002, PROVIDING FOR AN ADVANCED NURSING EDUCATION PROGRAM",ADVANCED NURSING EDUCATION ACT OF 2022,"GO, CHRISTOPHER LAWRENCE T.","July 7, 2022",NURSING EDUCATION PROGRAM; PHILIPPINE NURSING ACT
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-940-19th-congress,"AN ACT ESTABLISHING EVACUATION CENTERS IN EVERY MUNICIPALITY AND CITY, PROVIDING FOR THE NECESSARY FACILITIES, ENSURING THEIR STRUCTURAL CAPACITY, AND APPROPRIATING FUNDS THEREFOR",EVACUATION CENTER ACT,"GATCHALIAN, WIN","January 8, 2022",EVACUATION CENTER
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-735-19th-congress,N/A,INFANT- FRIENDLY FACILITIES ACT,"VILLANUEVA, JOEL","July 18, 2022",BABY/INFANT; INFANT- FRIENDLY FACILITIES; GOVERNMENT AGENCIES
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-307-19th-congress,"AN ACT ESTABLISHING A CAMP DEVELOPMENT FUND FOR THE PHILIPPINE NATIONAL POLICE, APPROPRIATING THE SUM OF FIVE BILLION PESOS ANNUALLY FOR FIVE YEARS, AND FOR OTHER PURPOSES",PNP CAMP DEVELOPMENT FUND ACT,"CAYETANO, ALAN PETER S.","December 7, 2022",CAMP DEVELOPMENT FUND; PHILIPPINE NATIONAL POLICE (PNP)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1417-19th-congress,N/A,BARANGAY REGISTRY OF PROFESSIONALS AND SKILLED WORKERS ACT,"REVILLA JR., RAMON BONG","October 27, 2022",REGISTRY OF PROFESSIONAL/SKILLED WORKERS; BARANGAY SKILLED WORKERS; BARANGAYS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1491-19th-congress,"AN ACT PROVIDING FOR A COMPREHENSIVE ATOMIC REGULATORY FRAMEWORK, CREATING FOR THE PURPOSE THE PHILIPPINE ATOMIC REGULATORY COMMISSION, AND APPROPRIATING FUNDS THEREFOR",COMPREHENSIVE ATOMIC REGULATION ACT,"REVILLA JR., RAMON BONG","September 11, 2022",ATOMIC REGULATORY COMMISSION
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1007-19th-congress,N/A,AMENDING CERTAIN PROVISIONS OF R.A. NO. 6847 (PHILIPPINE SPORTS COMMISSION ACT),"ANGARA, SONNY","March 8, 2022",Philippine Sports Commission (PSC)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1282-19th-congress,N/A,GROWTH AND DEVELOPMENT OF BARANGAY MICRO BUSINESS ENTERPRISES,"VILLANUEVA, JOEL","June 9, 2022",BARANGAY MICRO BUSINESS ENTERPRISE
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-381-19th-congress,N/A,AMENDING P.D. NO. 87 (OIL EXPLORATION AND DEVELOPMENT ACT),"GATCHALIAN, WIN","December 7, 2022",OIL AND GAS EXPLORATION
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1564-19th-congress,N/A,PHILIPPINE SHIP REGISTRY SYSTEM ACT,"REVILLA JR., RAMON BONG","November 28, 2022",PHILIPPINE SHIP REGISTRY SYSTEM
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1071-19th-congress,N/A,NATIONAL SCHOLARSHIP COMMISSION ACT,"POE, GRACE","August 8, 2022",NATIONAL SCHOLARSHIP COMMISSION; SCHOLARSHIP GRANTS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-445-19th-congress,N/A,BLOOD TYPE IDENTIFICATION ACT,"VILLAR, MARK A.","December 7, 2022",BLOOD TYPE; IDENTIFICATION CARD; GOVERNMENT AGENCIES
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1139-19th-congress,"AN ACT MODIFYING THE GROUNDS FOR SUBSTITUTION OF CANDIDATES, AMENDING FOR THIS PURPOSE SECTION 77 OF BATAS PAMBANSA BILANG 881, OTHERWISE KNOWN AS THE OMNIBUS ELECTION CODE",MODIFYING THE GROUNDS FOR SUBSTITUTION OF CANDIDATES,"VILLANUEVA, JOEL","November 8, 2022",SUBSTITUTION OF CANDIDATES; OMNIBUS ELECTION CODE (BATAS PAMBANSA BLG. 881)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1181-19th-congress,N/A,PHILIPPINE BUILDING ACT OF 2022,"GO, CHRISTOPHER LAWRENCE T.","August 16, 2022",BUILDING CODE OF THE PHILIPPINES (R.A.NO. 6541)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-61-19th-congress,N/A,"NATIONAL VALUES, ETIQUETTE, AND MORAL UPRIGHTNESS ACT","CAYETANO, ALAN PETER S.","July 7, 2022","NATIONAL VALUES, ETIQUETTE, AND MORAL UPRIGHTNESS"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-159-19th-congress,"AN ACT AMENDING REPUBLIC ACT NO. 11235, OTHERWISE KNOWN AS THE ‘MOTORCYCLE CRIME PREVENTION ACT",AMENDING R.A. NO. 11235 (MOTORCYCLE CRIME PREVENTION ACT),"DELA ROSA, RONALD ""BATO""; EJERCITO, JOSEPH VICTOR G.","July 7, 2022",MOTORCYCLE
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-223-19th-congress,N/A,OVERSEAS FILIPINO WORKERS CREDIT ASSISTANCE ACT OF 2022,"VILLAR, MARK A.","July 7, 2022",OVERSEAS FILIPINO WORKERS (OFWS)/ MIGRANT WORKERS; CREDIT ASSISTANCE PROGRAM
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-972-19th-congress,"AN ACT ESTABLISHING A DIAGNOSTIC LABORATORY FOR LIVESTOCK-RELATED DISEASES IN EVERY PROVINCE WHERE THE LIVESTOCK INDUSTRY IS A MAJOR ECONOMIC ACTIVITY, APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES",LIVESTOCK-RELATED DISEASE DIAGNOSTIC LABORATORY ACT,"LAPID, MANUEL ""LITO"" M.","January 8, 2022",LIVESTOCK
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-170-19th-congress,N/A,RENTAL HOUSING SUBSIDY PROGRAM ACT,"TOLENTINO, FRANCIS ""TOL"" N.","July 7, 2022",RENTAL HOUSING SUBSIDY; INFORMAL SETTLERS/SQUATTERS/SQUATTING
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-230-19th-congress,"AN ACT GRANTING TO MEDICAL CANNABIS AS A COMPASSIONATE ALTERNATIVE MEANS OF MEDICAL TREATMENT, EXPANDING RESEARCH INTO ITS MEDICINAL PROPERTIES, ENUMERATING PROHIBITED ACTS AND PRESCRIBING PENALTIES THEREFOR AND FOR OTHER PURPOSES",MEDICAL CANNABIS COMPASSIONATE ACCESS ACT OF THE PHILIPPINES,"PADILLA, ROBINHOOD C.","July 7, 2022",MEDICAL CANNABIS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-516-19th-congress,N/A,PUBLIC SCHOOLS OF THE FUTURE IN TECHNOLOGY (PSOFT) ACT,"REVILLA JR., RAMON BONG","July 13, 2022",PUBLIC SCHOOLS OF THE FUTURE IN TECHNOLOGY (PSOFT); INFORMATION AND COMMUNICATIONS TECHNOLOGY (ICT)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-286-19th-congress,"AN ACT PROMOTING THE ‘ONE TOWN, ONE PRODUCT’ CONCEPT TO ENHANCE INCLUSIVE AND SUSTAINABLE ECONOMIC DEVELOPMENT, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",OTOP PHILIPPINES ACT OF 2022,"ESTRADA, JINGGOY E.","November 7, 2022","ONE TOWN, ONE PRODUCT (OTOP)"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-350-19th-congress,N/A,INTEGRATED URBAN AGRICULTURE ACT OF 2022,"VILLAR, CYNTHIA A.","December 7, 2022",FOOD SECURITY; INTEGRATED URBAN AGRICULTURE; URBAN AGRICULTURAL DEVELOPMENT; FOOD FOREST GARDENING
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1397-19th-congress,N/A,"STIFFER PENALTIES FOR CHILD ABUSE, EXPLOITATION AND DISCRIMINATION","TOLENTINO, FRANCIS ""TOL"" N.","October 19, 2022","CHILD ABUSE, EXPLOITATION AND DISCRIMINATION ACT (R.A.NO. 7610)"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1460-19th-congress,N/A,OCCUPATIONAL SAFETY FOR GOVERNMENT EMPLOYEES ACT OF 2022,"REVILLA JR., RAMON BONG","March 11, 2022",OCCUPATIONAL SAFETY; GOVERNMENT EMPLOYEES
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1470-19th-congress,"AN ACT STRENGTHENING THE MECHANISM FOR LAND USE DEVELOPMENT AND INFRASTRUCTURE PLANNING AND BUDGETING FOR STATE UNIVERSITIES AND COLLEGES, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 11396, OTHERWISE KNOWN AS THE",SUCS LAND USE DEVELOPMENT AND INFRASTRUCTURE PLAN (LUDIP) ACT,"ANGARA, SONNY; VILLANUEVA, JOEL; CAYETANO, PIA S.; LEGARDA, LOREN B.; VILLAR, CYNTHIA A.; ESCUDERO, FRANCIS G.; REVILLA JR., RAMON BONG; LAPID, MANUEL ""LITO"" M.; CAYETANO, ALAN PETER S.","July 11, 2022",STATE UNIVERSITIES AND COLLEGES (SUCS)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-985-19th-congress,N/A,REMITTANCE ACT,"REVILLA JR., RAMON BONG","February 8, 2022",REMITTANCE; OVERSEAS FILIPINO WORKERS (OFWS)/ MIGRANT WORKERS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1261-19th-congress,N/A,EASTERN CORDILLERA REGIONAL HOSPITAL,"MARCOS, IMEE R.","January 9, 2022","HOSPITALS, ESTABLISHMENT"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1534-19th-congress,N/A,PATIENTS' BILL OF RIGHTS AND RESPONSIBILITIES ACT,"MARCOS, IMEE R.","November 23, 2022",PATIENTS; BILL OF RIGHTS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1050-19th-congress,"AN ACT CREATING THE ‘COUNCIL FOR THE BUILT ENVIRONMENT,’ APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",COUNCIL FOR THE BUILT ENVIRONMENT ACT OF 2022,"GATCHALIAN, WIN","August 8, 2022",BUILT ENVIRONMENT
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-424-19th-congress,"AN ACT PROMOTING THE 'ONE TOWN, ONE PRODUCT' CONCEPT TO ENHANCE INCLUSIVE AND SUSTAINABLE ECONOMIC DEVELOPMENT, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",OTOP PHILIPPINES ACT OF 2022,"GO, CHRISTOPHER LAWRENCE T.","December 7, 2022","ONE TOWN, ONE PRODUCT (OTOP); MICRO, SMALL AND MEDIUM ENTERPRISES (MSMES)"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1118-19th-congress,"AN ACT PROMOTING THE DEVELOPMENT OF THE BAMBOO INDUSTRY BY STRENGTHENING THE PHILIPPINE BAMBOO INDUSTRY DEVELOPMENT COUNCIL, CREATING THE BAMBOO INDUSTRY RESEARCH AND DEVELOPMENT CENTER, PROVIDING INCENTIVES FOR BAMBOO PLANTATION DEVELOPMENT, AND APPROPRIATING FUNDS THEREFOR",PHILIPPINE BAMBOO INDUSTRY DEVELOPMENT ACT,"LEGARDA, LOREN B.","September 8, 2022",PHILIPPINE BAMBOO INDUSTRY DEVELOPMENT COUNCIL (PBIDC)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1164-19th-congress,N/A,DAGDAG SUWELDO PARA SA MGA GURO ACT,"EJERCITO, JOSEPH VICTOR G.","August 15, 2022",Public school teachers; ELEMENTARY EDUCATION/PRIMARY EDUCATION; Secondary Education; WAGE INCREASE/SALARY INCREASE
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-40-19th-congress,"AN ACT REDEFINING THE CRIME OF GAME-FIXING AND PRESCRIBING HIGHER PENALTIES THEREFOR, AMENDING FOR THIS PURPOSE PRESIDENTIAL DECREE NO. 483",ANTI-GAME FIXING ACT OF 2022,"LAPID, MANUEL ""LITO"" M.","June 7, 2022",GAME-FIXING
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-104-19th-congress,"AN ACT ALLOWING AND REGULATING THE USE OF MOTORCYCLES AS PUBLIC UTILITY VEHICLES, AMENDING FOR THIS PURPOSE REPUBLIC ACT NO. 4136, OTERWISE KNOWN AS THE LAND TRANSPORTATION AND TRAFFIC CODE, AND FOR OTHER PURPOSES",THE MOTORCYCLES-FOR-HIRE ACT OF 2022,"POE, GRACE; DELA ROSA, RONALD ""BATO""","July 7, 2022",MOTORCYCLES-FOR-HIRE; MOTORCYCLE; PUBLIC UTILITY VEHICLES; LAND TRANSPORTATION AND TRAFFIC CODE (R.A.NO. 4136)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-138-19th-congress,N/A,MSME STIMULUS ACT,"VILLANUEVA, JOEL","July 7, 2022","MICRO, SMALL AND MEDIUM ENTERPRISES (MSMES); ENTREPRENEURSHIP"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-202-19th-congress,N/A,AMENDING R.A. NO. 9165 (THE COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002)  AS AMENDED,"DELA ROSA, RONALD ""BATO""","July 7, 2022",COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 (R.A.NO. 9165); DRUG PREVENTION
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-951-19th-congress,N/A,LGU TRANSPORTATION ACT,"GATCHALIAN, WIN","January 8, 2022",PUBLIC TRANSPORT; LOCAL GOVERNMENT CODE (R.A.NO. 7160); MASS TRANSIT SYSTEM
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-250-19th-congress,"AN ACT IMPOSING VALUE-ADDED TAX ON DIGITAL TRANSACTIONS IN THE PHILIPPINES, AMENDING FOR THE PURPOSE SECTIONS 105, 108, 109, 113, 114, AND 236 AND ADDING A NEW SECTION 105-A OF THE NATIONAL INTERNAL REVENUE CODE OF 1997, AS AMEDNED",IMPOSING VALUE-ADDED TAX ON DIGITAL TRANSACTIONS,"CAYETANO, PIA S.","November 7, 2022",TAXES (VALUE-ADDED TAX / VAT); DIGITAL TRANSACTION; NATIONAL INTERNAL REVENUE CODE (NIRC)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-318-19th-congress,"AN ACT INSTITUTIONALIZING THE TRANSITION OF THE GOVERNMENT TO E-GOVERNANCE IN THE DIGITAL AGE, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",E-GOVERNANCE ACT OF 2022,"ZUBIRI, JUAN MIGUEL ""MIGZ"" F.","December 7, 2022",E-GOVERNANCE; E-GOVERNMENT SERVICES; INFORMATION AND COMMUNICATIONS TECHNOLOGY (ICT); DIGITAL TECHNOLOGY
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1364-19th-congress,"AN ACT AMENDING SECTIONS 22, 24, 25, 27, 28, 29, 30, 32, 34, 37, 38, 39, 42, 51, 52, 54, 56, 57, 73, 108, 121, 122, 123, 174, 176, 179, 181, 182, 183, 184, 185,186,187,188,189, 190,191,194,195, 196,197,198, AND 199; AND REPEALING SECTIONS 127, 175, 177,178, 180,192, AND 193; ALL UNDER REPUBLIC ACT NO. 8424, OTHERWISE KNOWN AS THE NATIONAL INTERNAL REVENUE CODE OF 1997, AS AMENDED, AND FOR OTHER PURPOSES",PASSIVE INCOME AND FINANCIAL INTERMEDIARY TAXATION ACT,"ESTRADA, JINGGOY E.","May 10, 2022",PASSIVE INCOME/FINANCIAL INTERMEDIARY TAXATION; NATIONAL INTERNAL REVENUE CODE (NIRC)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1590-19th-congress,N/A,CRIMINALIZING THE CREATION AND DISSEMINATION OF FAKE NEWS,"REVILLA JR., RAMON BONG","May 12, 2022",FAKE NEWS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1187-19th-congress,N/A,CREATING ONE ADDITIONAL DIVISION IN THE NATIONAL LABOR RELATIONS COMMISSION,"GO, CHRISTOPHER LAWRENCE T.","August 16, 2022",NATIONAL LABOR RELATIONS COMMISSION (NLRC); LABOR CODE OF THE PHILIPPINES (P.D.NO. 442)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1018-19th-congress,"AN ACT INSTITUTING REFORMS IN REAL PROPERTY VALUATION AND ASSESSMENT IN THE PHILIPPINES, REORGANIZING THE BUREAU OF LOCAL GOVERNMENT FINANCE, AND APPROPRIATING FUNDS THEREFOR",REAL PROPERTY VALUATION AND ASSESSMENT REFORM ACT,"ESTRADA, JINGGOY E.","April 8, 2022",REAL PROPERTY VALUATION AND ASSESSMENT; BUREAU OF LOCAL GOVERNMENT FINANCE
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1294-19th-congress,N/A,RURAL FINANCIAL INCLUSION AND LITERACY ACT,"ESTRADA, JINGGOY E.","July 9, 2022",RURAL FINANCIAL INCLUSION AND LITERACY
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-392-19th-congress,N/A,LOCAL GOVERNMENT UNITS (LGU) SOLIDARITY FUND FOR DISASTER RESPONSE AND RECOVERY ACT,"EJERCITO, JOSEPH VICTOR G.","December 7, 2022",DISASTER RESPONSE AND RECOVERY; LOCAL GOVERNMENT UNITS (LGUs)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1566-19th-congress,N/A,REQUIRING A BASIC FIRST AID TRAINING FOR PERSONNEL OR TOURISM ENTERPRISES,"REVILLA JR., RAMON BONG","November 29, 2022",FIRST AID TRAINING; TOURISM
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1082-19th-congress,"AN ACT INSTITUTIONALIZING THE PARTICIPATION OF CIVIL SOCIETY ORGANIZATIONS (CSOS) IN THE PREPARATION AND AUTHORIZATION PROCESS OF THE ANNUAL NATIONAL BUDGET, PROVIDING EFFECTIVE MECHANISMS THEREFOR, AND FOR OTHER PURPOSES",PEOPLE'S PARTICIPATION IN THE NATIONAL BUDGET PROCESS ACT,"ESTRADA, JINGGOY E.","August 8, 2022",PEOPLES PARTICIPATION; NATIONAL BUDGET
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-456-19th-congress,N/A,"AMENDING R,A. NO. 10361 (BATAS KASAMBAHAY)","ESTRADA, JINGGOY E.","July 13, 2022",BATAS KASAMBAHAY (R.A.NO. 10361)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1147-19th-congress,N/A,LGU AUTHORITY TO BANK ACT,"GATCHALIAN, WIN","August 15, 2022",LOCAL GOVERNMENT UNITS (LGUs); FINANCIAL TRANSACTION
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-8-19th-congress,N/A,PANGKABUHAYAN ACT OF 2022,"LEGARDA, LOREN B.","April 7, 2022","MICRO, SMALL AND MEDIUM ENTERPRISES (MSMES); PANGKABUHAYAN ACT"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1492-19th-congress,N/A,FAIR AND EQUITABLE ALLOCATION OF THE DEPARTMENT OF EDUCATION BUDGET FOR CAPITAL OUTLAY,"REVILLA JR., RAMON BONG","September 11, 2022",DEPARTMENT OF EDUCATION BUDGET FOR CAPITAL OUTLAY
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-394-19th-congress,N/A,INCREASING THE SHARE OF LOCAL GOVERNMENT UNITS IN NATIONAL TAXES,"EJERCITO, JOSEPH VICTOR G.","December 7, 2022",LOCAL GOVERNMENT UNITS (LGUs); INTERNAL REVENUE ALLOTMENT (IRA); LOCAL GOVERNMENT CODE (R.A.NO. 7160)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1020-19th-congress,"AN ACT INSTITUTIONALIZING THE CASH BUDGETING SYSTEM, AND FOR OTHER PURPOSES",CASH BUDGETING SYSTEM ACT,"ESTRADA, JINGGOY E.","April 8, 2022",CASH BUDGETING SYSTEM
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1084-19th-congress,N/A,MAGNA CARTA OF AGRICULTURAL DEVELOPMENT WORKERS,"ESTRADA, JINGGOY E.","August 8, 2022",MAGNA CARTA OF AGRICULTURAL DEVELOPMENT WORKERS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-150-19th-congress,N/A,ACADEMIC RECOVERY AND ACCESSIBLE LEARNING (ARAL)  PROGRAM ACT,"GATCHALIAN, WIN","July 7, 2022",ACADEMIC RECOVERY AND ACCESSIBLE LEARNING PROGRAM
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1567-19th-congress,N/A,DECLARING THE BASILICA OF OUR LADY OF THE ROSARY OF MANAOAG IN  PANGASINAN AS A PILGRIMAGE SITE,"REVILLA JR., RAMON BONG","November 29, 2022",PILGRIMAGE SITE; TOURISM DESTINATION
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-405-19th-congress,N/A,MANDATORY USE OF THE NAMES WEST PHILIPPINE SEA OR KANLURANG DAGAT NG PILIPINAS,"TOLENTINO, FRANCIS ""TOL"" N.","December 7, 2022",WEST PHILIPPINE SEA; KANLURANG DAGAT NG PILIPINAS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1031-19th-congress,N/A,CENTER FOR AUTISM,"ESTRADA, JINGGOY E.","April 8, 2022",AUTISM
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-469-19th-congress,N/A,INCENTIVES FOR RENTAL RESIDENTIAL HOUSING BY THE PRIVATE SECTOR ACT,"ESTRADA, JINGGOY E.","July 13, 2022",HOUSING (AFFORDABLE RESIDENTIAL HOUSING); BENEFITS AND INCENTIVES; private sector
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1259-19th-congress,N/A,PAOAY LAKE PROTECTED LANDSCAPE (PLPL) ACT,"MARCOS, IMEE R.","January 9, 2022",PAOAY LAKE PROTECTED LANDSCAPE
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1095-19th-congress,N/A,MAGNA CARTA FOR CRIME VICTIMS,"REVILLA JR., RAMON BONG","August 8, 2022",MAGNA CARTA FOR CRIME VICTIMS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1324-19th-congress,N/A,AUTOMATED EXTERNAL DEFIBRILLATORS (AED) IN PUBLIC SPACES ACT,"LAPID, MANUEL ""LITO"" M.","September 19, 2022",AUTOMATED EXTERNAL DEFIBRILLATORS (AED)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-161-19th-congress,AN ACT ESTABLISHING SPECIALTY CENTER IN EVERY REGION AND APPROPRIATING FUNDS THEREFOR,REGIONAL SPECIALTY CARE ACT OF 2022,"ESCUDERO, FRANCIS G.; EJERCITO, JOSEPH VICTOR G.","July 7, 2022","HOSPITALS (SPECIALIZED HOSPITALS, PHCA, LCP, NKFP, LNK, TGH); Health services; DEPARTMENT OF HEALTH (DOH)"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-225-19th-congress,"AN ACT FURTHER PROTECTING THE INTEGRITY OF ELECTRONIC TRANSACTIONS, DEFINING FOR THE PURPOSE THE CRIME OF INTERNET AND TELECOMMUNICATIONS PHISHING, PROVIDING PENALTIES THEREFOR",ANTI-PHISHING LAW,"VILLAR, MARK A.","July 7, 2022",ANTI-PHISHING; ELECTRONIC TECHNOLOGY; INTERNET TRANSACTIONS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1105-19th-congress,N/A,TELEVISION ALTERNATIVE LEARNING SYSTEM ACT,"REVILLA JR., RAMON BONG","August 8, 2022",television; ALTERNATIVE LEARNING; BASIC EDUCATION/BASIC EDUCATION INSTITUTIONS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-543-19th-congress,N/A,REPEALING ARTICLE 247 OF THE REVISED PENAL CODE,"POE, GRACE","July 13, 2022",REVISED PENAL CODE (R.A.NO. 3815); MARITAL INFIDELITY; ANTI-DISCRIMINATION
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1461-19th-congress,N/A,EXPANDED LEAVE BENEFITS ACT OF 2022,"REVILLA JR., RAMON BONG","March 11, 2022",LEAVE OF ABSENCE
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-299-19th-congress,N/A,ENHANCED BATAS KASAMBAHAY ACT,"CAYETANO, ALAN PETER S.","December 7, 2022",BATAS KASAMBAHAY (R.A.NO. 10361); DOMESTIC WORKERS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-31-19th-congress,"AN ACT PROVIDING FOR THE SOCIAL PENSION OF INDIGENT PERSONS WITH DISABILITY, AND PROVIDING FUNDS THEREFOR",MONTHLY SOCIAL PENSION FOR INDIGENT PERSONS WITH DISABILITY ACT,"LAPID, MANUEL ""LITO"" M.; DELA ROSA, RONALD ""BATO""","May 7, 2022",INDIGENT PERSONS; PENSION
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-363-19th-congress,"AN ACT STRENGTHENING TECHNICAL VOCATIONAL EDUCATION AND TRAINING (TVET) IN THE PHILIPINES BY INCORPORATING APPRENTICESHIP AND DUAL TRAINING SYSTEM, PROVIDING FOR CONTINUOUS TRAINING OF THE UNEMPLOYED, AND EXPANDING THE PROVISION OF ENTERPRISE - BASED EDUCATION AND TRAINING, AND FOR OTHER PURPOSES",ENTERPRISE-BASED EDUCATION AND TRAINING TO EMPLOYMENT ACT,"TULFO, RAFFY T.; VILLANUEVA, JOEL","December 7, 2022",TECHNICAL VOCATIONAL EDUCATION AND TRAINING (TVET); ENTERPRISE-BASED EDUCATION AND TRAINING (EBET) PROGRAM; ENTERPRISE-BASED EDUCATION AND TRAINING TO EMPLOYMENT
